"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-08","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-09","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-10","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-11","1.82",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-12","0.57",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-13","0.03",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-14","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-15","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-16","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-17","0.09",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-18","0.20",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-19","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-20","0.50",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-21","0.45",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-22","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-23","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-24","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-25","0.12",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-26","1.04",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-27","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-28","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-29","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-30","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-08-31","0.01",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-01","0.17",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-02","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-03","0.89",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-04","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-05","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-06","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-07","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-08","0.09",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-09","0.74",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-10","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-11","0.70",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-12","2.92",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-13","1.29",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-14","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-15","0.36",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-16","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-17","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-18","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-19","0.19",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-20","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-21","0.62",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-22","0.47",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-23","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-24","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-25","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-26","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-27","0.24",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-28","0.06",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-29","0.36",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-09-30","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-01","0.60",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-02","0.59",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-03","0.02",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-04","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-05","0.50",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-06","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-07","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-08","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-09","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-10","0.01",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-11","0.14",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-12","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-13","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-14","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-15","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-16","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-17","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-18","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-19","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-20","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-21","0.22",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-22","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-23","0.09",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-24","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-25","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-26","1.01",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-27","0.01",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-28","0.08",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-29","0.12",",,W,2400","0.5",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-30","0.08",",,W,2400","0.6",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-10-31","0.16",",,W,2400","3.1",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-01","0.02",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-02","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-03","0.05",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-04","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-05","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-06","0.00","T,,W,2400","0.2",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-07","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-08","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-09","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-10","0.05",",,W,2400","0.4",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-11","0.22",",,W,2400","3.2",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-12","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-13","0.04",",,W,2400","0.8",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-14","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-15","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-16","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-17","0.18",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-18","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-19","0.05",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-20","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-21","0.54",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-22","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-23","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-24","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-25","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-26","0.15",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-27","0.25",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-28","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-29","0.01",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-11-30","0.31",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-01","0.13",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-02","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-03","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-04","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-05","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-06","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-07","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-08","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-09","0.07",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-10","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-11","0.00","T,,W,2400","0.1",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-12","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-13","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-14","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-15","0.04",",,W,2400","0.3",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-16","0.02",",,W,2400","0.3",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-17","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-18","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-19","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-20","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-21","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-22","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-23","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-24","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-25","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-26","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-27","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-28","0.66",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-29","0.60",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-30","0.10",",,W,2400","0.4",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2019-12-31","0.06",",,W,2400","1.3",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-01","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-02","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-03","0.02",",,W,2400","0.3",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-04","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-05","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-06","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-07","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-08","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-09","0.01",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-10","0.71",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-11","0.15",",,W,2400","2.1",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-12","0.01",",,W,2400","0.1",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-13","0.01",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-14","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-15","0.05",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-16","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-17","0.39",",,W,2400","3.2",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-18","0.24",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-19","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-20","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-21","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-22","0.01",",,W,2400","0.2",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-23","0.15",",,W,2400","1.4",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-24","0.50",",,W,2400","3.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-25","0.31",",,W,2400","1.5",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-26","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-27","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-28","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-29","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-30","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-01-31","0.04",",,W,2400","0.4",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-01","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-02","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-03","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-04","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-05","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-06","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-07","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-08","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-09","0.29",",,W,2400","2.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-10","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-11","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-12","0.07",",,W,2400","2.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-13","0.01",",,W,2400","0.4",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-14","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-15","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-16","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-17","0.17",",,W,2400","0.8",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-18","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-19","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-20","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-21","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-22","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-23","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-24","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-25","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-26","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-27","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-28","0.00","T,,W,2400","0.1",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-02-29","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-01","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-02","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-03","0.01",",,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-04","0.07",",,W,2400","0.2",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-05","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-06","0.00","T,,W,2400","0.0","T,,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-07","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-08","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-09","1.28",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-10","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-11","0.00","T,,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-12","0.06",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-13","0.00",",,W,2400","0.0",",,W"
"USW00094822","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","2020-03-14","0.08",",,W,2400","0.7",",,W"
